mahalla_id,official_unique_code,mahalla_name_uz_latin,mahalla_name_uz_cyrillic,mahalla_name_ru,mahalla_name_en,official_full_name,short_name_uz_latin,alternative_spellings,former_names,mahalla_type,district_name_uz_latin,district_id,district_SOATO_code,mahalla_SOATO_code,TIN_STIR,official_registration_number,date_created,date_renamed,date_merged,date_boundary_changed,legal_document_number,legal_document_date,legal_document_url,mahalla_office_address,mahalla_center_latitude,mahalla_center_longitude,area_ha,official_boundary_available,geometry_available_in_this_file,geometry_source,geometry_download_url,geometry_api_url,geometry_coordinate_reference_system,geometry_date,boundary_status,source_authority,source_url,confidence,reference_date,last_verified_date,notes
UZ-TAS-MFY-525,NULL,Oqibat mahallasi,Оқибат маҳалласи,Окибат махалля,NULL,Oqibat mahallasi,Oqibat,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,17.22,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-526,NULL,Darxon mahallasi,Дархон маҳалласи,Дархон махалля,NULL,Darxon mahallasi,Darxon,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,102.69,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-527,NULL,Bo'z mahallasi,Бўз маҳалласи,Буз махалля,NULL,Bo'z mahallasi,Bo'z,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,42.45,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-528,NULL,Shahrisabz mahallasi,Шаҳрисабз маҳалласи,Шахрисабз махалля,NULL,Shahrisabz mahallasi,Shahrisabz,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,26.19,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-529,NULL,Habib Abdullayev mahallasi,Ҳабиб Абдуллаев маҳалласи,Хабиб Абдуллаев махалля,NULL,Habib Abdullayev mahallasi,Habib Abdullayev,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,22.99,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-530,NULL,Katta Qorasuv mahallasi,Катта Қорасув маҳалласи,Катта Корасув махалля,NULL,Katta Qorasuv mahallasi,Katta Qorasuv,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,62.27,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-531,NULL,Shalola mahallasi,Шалола маҳалласи,Шалола махалля,NULL,Shalola mahallasi,Shalola,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,39.64,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-532,NULL,Lashkarbegi mahallasi,Лашкарбеги маҳалласи,Лашкарбеги махалля,NULL,Lashkarbegi mahallasi,Lashkarbegi,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,23.16,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-533,NULL,Gulsanam mahallasi,Гулсанам маҳалласи,Гулсанам махалля,NULL,Gulsanam mahallasi,Gulsanam,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,24.85,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-534,NULL,Sultoniya mahallasi,Султония маҳалласи,Султония махалля,NULL,Sultoniya mahallasi,Sultoniya,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,30.54,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
UZ-TAS-MFY-535,NULL,Chimyon mahallasi,Чимён маҳалласи,Чимён махалля,NULL,Chimyon mahallasi,Chimyon,NULL,NULL,Mahalla fuqarolar yig'ini (MFY),Mirzo Ulug'bek,UZ-TAS-MIRZO-ULUGBEK,1726269,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-24/2024-10-23 (range; exact date per district NOT ESTABLISHED),NOT ESTABLISHED,NULL,https://e-qaror.gov.uz (Tashkent City Kengash decisions; individual act not located),NULL,NULL,NULL,21.9,YES,NO,"Tashkent City Hokimiyat, Dept. of Digital Development, via Open Data Tashkent; republished on Esri CAC GeoPortal",https://hub.arcgis.com/api/v3/datasets/c51c854bad2d48f1beaad40272f8d483_0/downloads/data?format=geojson&spatialRefId=4326,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,stored EPSG:102100/3857; served as EPSG:4326 on request,2024-10 (adopted); 2025-07 (republication snapshot),OFFICIAL,Toshkent shahar hokimligi - Raqamli rivojlantirish boshqarmasi,https://services8.arcgis.com/GyR85gR88mMqIY4t/arcgis/rest/services/Tashkent_Mahallas/FeatureServer/0,A,2024-10-23,2026-09-18,NULL
